date,bikes_count,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,weekend,trend,trend_sq,trend_cub
2018/6/23,2199,0,0,0,0,0,1,0,0,0,0,0,0,1,1283,1646089,2111932187
2018/6/24,2186,0,0,0,0,0,1,0,0,0,0,0,0,1,1284,1648656,2116874304
2018/6/25,2887,0,0,0,0,0,1,0,0,0,0,0,0,0,1285,1651225,2121824125
2018/6/26,3433,0,0,0,0,0,1,0,0,0,0,0,0,0,1286,1653796,2126781656
2018/6/27,3246,0,0,0,0,0,1,0,0,0,0,0,0,0,1287,1656369,2131746903
2018/6/28,2666,0,0,0,0,0,1,0,0,0,0,0,0,0,1288,1658944,2136719872
2018/6/29,2094,0,0,0,0,0,1,0,0,0,0,0,0,0,1289,1661521,2141700569
2018/6/30,1027,0,0,0,0,0,1,0,0,0,0,0,0,1,1290,1664100,2146689000
2018/7/1,2647,0,0,0,0,0,0,1,0,0,0,0,0,1,1291,1666681,2151685171
2018/7/2,2137,0,0,0,0,0,0,1,0,0,0,0,0,0,1292,1669264,2156689088
2018/7/3,3266,0,0,0,0,0,0,1,0,0,0,0,0,0,1293,1671849,2161700757
2018/7/4,3276,0,0,0,0,0,0,1,0,0,0,0,0,0,1294,1674436,2166720184
2018/7/5,3221,0,0,0,0,0,0,1,0,0,0,0,0,0,1295,1677025,2171747375
2018/7/6,3075,0,0,0,0,0,0,1,0,0,0,0,0,0,1296,1679616,2176782336
2018/7/7,2047,0,0,0,0,0,0,1,0,0,0,0,0,1,1297,1682209,2181825073
2018/7/8,2538,0,0,0,0,0,0,1,0,0,0,0,0,1,1298,1684804,2186875592
2018/7/9,2827,0,0,0,0,0,0,1,0,0,0,0,0,0,1299,1687401,2191933899
2018/7/10,3416,0,0,0,0,0,0,1,0,0,0,0,0,0,1300,1690000,2197000000
2018/7/11,3496,0,0,0,0,0,0,1,0,0,0,0,0,0,1301,1692601,2202073901
2018/7/12,3275,0,0,0,0,0,0,1,0,0,0,0,0,0,1302,1695204,2207155608
2018/7/13,3107,0,0,0,0,0,0,1,0,0,0,0,0,0,1303,1697809,2212245127
2018/7/14,2707,0,0,0,0,0,0,1,0,0,0,0,0,1,1304,1700416,2217342464
2018/7/15,2701,0,0,0,0,0,0,1,0,0,0,0,0,1,1305,1703025,2222447625
2018/7/16,3199,0,0,0,0,0,0,1,0,0,0,0,0,0,1306,1705636,2227560616
2018/7/17,3498,0,0,0,0,0,0,1,0,0,0,0,0,0,1307,1708249,2232681443
2018/7/18,3443,0,0,0,0,0,0,1,0,0,0,0,0,0,1308,1710864,2237810112
2018/7/19,3202,0,0,0,0,0,0,1,0,0,0,0,0,0,1309,1713481,2242946629
2018/7/20,2925,0,0,0,0,0,0,1,0,0,0,0,0,0,1310,1716100,2248091000
2018/7/21,2376,0,0,0,0,0,0,1,0,0,0,0,0,1,1311,1718721,2253243231
2018/7/22,2263,0,0,0,0,0,0,1,0,0,0,0,0,1,1312,1721344,2258403328
2018/7/23,3276,0,0,0,0,0,0,1,0,0,0,0,0,0,1313,1723969,2263571297
2018/7/24,3436,0,0,0,0,0,0,1,0,0,0,0,0,0,1314,1726596,2268747144
2018/7/25,3454,0,0,0,0,0,0,1,0,0,0,0,0,0,1315,1729225,2273930875
2018/7/26,3271,0,0,0,0,0,0,1,0,0,0,0,0,0,1316,1731856,2279122496
2018/7/27,3001,0,0,0,0,0,0,1,0,0,0,0,0,0,1317,1734489,2284322013
2018/7/28,2306,0,0,0,0,0,0,1,0,0,0,0,0,1,1318,1737124,2289529432
2018/7/29,2381,0,0,0,0,0,0,1,0,0,0,0,0,1,1319,1739761,2294744759
2018/7/30,2986,0,0,0,0,0,0,1,0,0,0,0,0,0,1320,1742400,2299968000
2018/7/31,3330,0,0,0,0,0,0,1,0,0,0,0,0,0,1321,1745041,2305199161
2018/8/1,3301,0,0,0,0,0,0,0,1,0,0,0,0,0,1322,1747684,2310438248
2018/8/2,2891,0,0,0,0,0,0,0,1,0,0,0,0,0,1323,1750329,2315685267
2018/8/3,2635,0,0,0,0,0,0,0,1,0,0,0,0,0,1324,1752976,2320940224
2018/8/4,2404,0,0,0,0,0,0,0,1,0,0,0,0,1,1325,1755625,2326203125
2018/8/5,2582,0,0,0,0,0,0,0,1,0,0,0,0,1,1326,1758276,2331473976
2018/8/6,2431,0,0,0,0,0,0,0,1,0,0,0,0,0,1327,1760929,2336752783
2018/8/7,3126,0,0,0,0,0,0,0,1,0,0,0,0,0,1328,1763584,2342039552
2018/8/8,3275,0,0,0,0,0,0,0,1,0,0,0,0,0,1329,1766241,2347334289
2018/8/9,3266,0,0,0,0,0,0,0,1,0,0,0,0,0,1330,1768900,2352637000
2018/8/10,2866,0,0,0,0,0,0,0,1,0,0,0,0,0,1331,1771561,2357947691
2018/8/11,1684,0,0,0,0,0,0,0,1,0,0,0,0,1,1332,1774224,2363266368
2018/8/12,2107,0,0,0,0,0,0,0,1,0,0,0,0,1,1333,1776889,2368593037
2018/8/13,2918,0,0,0,0,0,0,0,1,0,0,0,0,0,1334,1779556,2373927704
2018/8/14,3166,0,0,0,0,0,0,0,1,0,0,0,0,0,1335,1782225,2379270375
2018/8/15,3078,0,0,0,0,0,0,0,1,0,0,0,0,0,1336,1784896,2384621056
2018/8/16,3120,0,0,0,0,0,0,0,1,0,0,0,0,0,1337,1787569,2389979753
2018/8/17,2915,0,0,0,0,0,0,0,1,0,0,0,0,0,1338,1790244,2395346472
2018/8/18,2227,0,0,0,0,0,0,0,1,0,0,0,0,1,1339,1792921,2400721219
2018/8/19,1947,0,0,0,0,0,0,0,1,0,0,0,0,1,1340,1795600,2406104000
2018/8/20,2433,0,0,0,0,0,0,0,1,0,0,0,0,0,1341,1798281,2411494821
2018/8/21,2240,0,0,0,0,0,0,0,1,0,0,0,0,0,1342,1800964,2416893688
2018/8/22,2408,0,0,0,0,0,0,0,1,0,0,0,0,0,1343,1803649,2422300607
2018/8/23,2472,0,0,0,0,0,0,0,1,0,0,0,0,0,1344,1806336,2427715584
2018/8/24,2510,0,0,0,0,0,0,0,1,0,0,0,0,0,1345,1809025,2433138625
2018/8/25,1386,0,0,0,0,0,0,0,1,0,0,0,0,1,1346,1811716,2438569736
2018/8/26,1524,0,0,0,0,0,0,0,1,0,0,0,0,1,1347,1814409,2444008923
2018/8/27,3118,0,0,0,0,0,0,0,1,0,0,0,0,0,1348,1817104,2449456192
2018/8/28,3412,0,0,0,0,0,0,0,1,0,0,0,0,0,1349,1819801,2454911549
2018/8/29,2636,0,0,0,0,0,0,0,1,0,0,0,0,0,1350,1822500,2460375000
2018/8/30,2967,0,0,0,0,0,0,0,1,0,0,0,0,0,1351,1825201,2465846551
2018/8/31,2566,0,0,0,0,0,0,0,1,0,0,0,0,0,1352,1827904,2471326208
2018/9/1,2102,0,0,0,0,0,0,0,0,1,0,0,0,1,1353,1830609,2476813977
2018/9/2,2211,0,0,0,0,0,0,0,0,1,0,0,0,1,1354,1833316,2482309864
2018/9/3,2185,0,0,0,0,0,0,0,0,1,0,0,0,0,1355,1836025,2487813875
2018/9/4,3026,0,0,0,0,0,0,0,0,1,0,0,0,0,1356,1838736,2493326016
2018/9/5,3375,0,0,0,0,0,0,0,0,1,0,0,0,0,1357,1841449,2498846293
2018/9/6,3285,0,0,0,0,0,0,0,0,1,0,0,0,0,1358,1844164,2504374712
2018/9/7,2262,0,0,0,0,0,0,0,0,1,0,0,0,0,1359,1846881,2509911279
2018/9/8,1271,0,0,0,0,0,0,0,0,1,0,0,0,1,1360,1849600,2515456000
2018/9/9,751,0,0,0,0,0,0,0,0,1,0,0,0,1,1361,1852321,2521008881
2018/9/10,2433,0,0,0,0,0,0,0,0,1,0,0,0,0,1362,1855044,2526569928
2018/9/11,2363,0,0,0,0,0,0,0,0,1,0,0,0,0,1363,1857769,2532139147
2018/9/12,2794,0,0,0,0,0,0,0,0,1,0,0,0,0,1364,1860496,2537716544
2018/9/13,2680,0,0,0,0,0,0,0,0,1,0,0,0,0,1365,1863225,2543302125
2018/9/14,2252,0,0,0,0,0,0,0,0,1,0,0,0,0,1366,1865956,2548895896
2018/9/15,907,0,0,0,0,0,0,0,0,1,0,0,0,1,1367,1868689,2554497863
2018/9/16,935,0,0,0,0,0,0,0,0,1,0,0,0,1,1368,1871424,2560108032
2018/9/17,2713,0,0,0,0,0,0,0,0,1,0,0,0,0,1369,1874161,2565726409
2018/9/18,3100,0,0,0,0,0,0,0,0,1,0,0,0,0,1370,1876900,2571353000
2018/9/19,2788,0,0,0,0,0,0,0,0,1,0,0,0,0,1371,1879641,2576987811
2018/9/20,2211,0,0,0,0,0,0,0,0,1,0,0,0,0,1372,1882384,2582630848
2018/9/21,1890,0,0,0,0,0,0,0,0,1,0,0,0,0,1373,1885129,2588282117
2018/9/22,1226,0,0,0,0,0,0,0,0,1,0,0,0,1,1374,1887876,2593941624
2018/9/23,1659,0,0,0,0,0,0,0,0,1,0,0,0,1,1375,1890625,2599609375
2018/9/24,2482,0,0,0,0,0,0,0,0,1,0,0,0,0,1376,1893376,2605285376
2018/9/25,2772,0,0,0,0,0,0,0,0,1,0,0,0,0,1377,1896129,2610969633
2018/9/26,3005,0,0,0,0,0,0,0,0,1,0,0,0,0,1378,1898884,2616662152
2018/9/27,2977,0,0,0,0,0,0,0,0,1,0,0,0,0,1379,1901641,2622362939
2018/9/28,2724,0,0,0,0,0,0,0,0,1,0,0,0,0,1380,1904400,2628072000
2018/9/29,1445,0,0,0,0,0,0,0,0,1,0,0,0,1,1381,1907161,2633789341
2018/9/30,581,0,0,0,0,0,0,0,0,1,0,0,0,1,1382,1909924,2639514968
2018/10/1,1843,0,0,0,0,0,0,0,0,0,1,0,0,0,1383,1912689,2645248887
2018/10/2,2457,0,0,0,0,0,0,0,0,0,1,0,0,0,1384,1915456,2650991104
2018/10/3,2326,0,0,0,0,0,0,0,0,0,1,0,0,0,1385,1918225,2656741625
2018/10/4,2411,0,0,0,0,0,0,0,0,0,1,0,0,0,1386,1920996,2662500456
2018/10/5,1210,0,0,0,0,0,0,0,0,0,1,0,0,0,1387,1923769,2668267603
2018/10/6,1582,0,0,0,0,0,0,0,0,0,1,0,0,1,1388,1926544,2674043072
2018/10/7,374,0,0,0,0,0,0,0,0,0,1,0,0,1,1389,1929321,2679826869
2018/10/8,376,0,0,0,0,0,0,0,0,0,1,0,0,0,1390,1932100,2685619000
2018/10/9,2552,0,0,0,0,0,0,0,0,0,1,0,0,0,1391,1934881,2691419471
2018/10/10,2588,0,0,0,0,0,0,0,0,0,1,0,0,0,1392,1937664,2697228288
2018/10/11,2705,0,0,0,0,0,0,0,0,0,1,0,0,0,1393,1940449,2703045457
2018/10/12,2442,0,0,0,0,0,0,0,0,0,1,0,0,0,1394,1943236,2708870984
2018/10/13,1661,0,0,0,0,0,0,0,0,0,1,0,0,1,1395,1946025,2714704875
2018/10/14,1613,0,0,0,0,0,0,0,0,0,1,0,0,1,1396,1948816,2720547136
2018/10/15,2489,0,0,0,0,0,0,0,0,0,1,0,0,0,1397,1951609,2726397773
2018/10/16,2786,0,0,0,0,0,0,0,0,0,1,0,0,0,1398,1954404,2732256792
2018/10/17,2631,0,0,0,0,0,0,0,0,0,1,0,0,0,1399,1957201,2738124199
2018/10/18,2553,0,0,0,0,0,0,0,0,0,1,0,0,0,1400,1960000,2744000000
2018/10/19,2275,0,0,0,0,0,0,0,0,0,1,0,0,0,1401,1962801,2749884201
2018/10/20,1309,0,0,0,0,0,0,0,0,0,1,0,0,1,1402,1965604,2755776808
2018/10/21,1613,0,0,0,0,0,0,0,0,0,1,0,0,1,1403,1968409,2761677827
2018/10/22,2346,0,0,0,0,0,0,0,0,0,1,0,0,0,1404,1971216,2767587264
2018/10/23,2237,0,0,0,0,0,0,0,0,0,1,0,0,0,1405,1974025,2773505125
2018/10/24,2282,0,0,0,0,0,0,0,0,0,1,0,0,0,1406,1976836,2779431416
2018/10/25,1799,0,0,0,0,0,0,0,0,0,1,0,0,0,1407,1979649,2785366143
2018/10/26,1891,0,0,0,0,0,0,0,0,0,1,0,0,0,1408,1982464,2791309312
2018/10/27,943,0,0,0,0,0,0,0,0,0,1,0,0,1,1409,1985281,2797260929
2018/10/28,777,0,0,0,0,0,0,0,0,0,1,0,0,1,1410,1988100,2803221000
2018/10/29,1980,0,0,0,0,0,0,0,0,0,1,0,0,0,1411,1990921,2809189531
2018/10/30,2071,0,0,0,0,0,0,0,0,0,1,0,0,0,1412,1993744,2815166528
2018/10/31,1835,0,0,0,0,0,0,0,0,0,1,0,0,0,1413,1996569,2821151997
2018/11/1,1362,0,0,0,0,0,0,0,0,0,0,1,0,0,1414,1999396,2827145944
2018/11/2,1942,0,0,0,0,0,0,0,0,0,0,1,0,0,1415,2002225,2833148375
2018/11/3,442,0,0,0,0,0,0,0,0,0,0,1,0,1,1416,2005056,2839159296
2018/11/4,1166,0,0,0,0,0,0,0,0,0,0,1,0,1,1417,2007889,2845178713
2018/11/5,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,1418,2010724,2851206632
2018/11/6,2221,0,0,0,0,0,0,0,0,0,0,1,0,0,1419,2013561,2857243059
2018/11/7,2397,0,0,0,0,0,0,0,0,0,0,1,0,0,1420,2016400,2863288000
2018/11/8,2211,0,0,0,0,0,0,0,0,0,0,1,0,0,1421,2019241,2869341461
2018/11/9,1232,0,0,0,0,0,0,0,0,0,0,1,0,0,1422,2022084,2875403448
2018/11/10,1151,0,0,0,0,0,0,0,0,0,0,1,0,1,1423,2024929,2881473967
2018/11/11,1006,0,0,0,0,0,0,0,0,0,0,1,0,1,1424,2027776,2887553024
2018/11/12,1012,0,0,0,0,0,0,0,0,0,0,1,0,0,1425,2030625,2893640625
2018/11/13,1905,0,0,0,0,0,0,0,0,0,0,1,0,0,1426,2033476,2899736776
2018/11/14,1648,0,0,0,0,0,0,0,0,0,0,1,0,0,1427,2036329,2905841483
2018/11/15,1999,0,0,0,0,0,0,0,0,0,0,1,0,0,1428,2039184,2911954752
2018/11/16,1885,0,0,0,0,0,0,0,0,0,0,1,0,0,1429,2042041,2918076589
2018/11/17,1222,0,0,0,0,0,0,0,0,0,0,1,0,1,1430,2044900,2924207000
2018/11/18,1045,0,0,0,0,0,0,0,0,0,0,1,0,1,1431,2047761,2930345991
2018/11/19,1975,0,0,0,0,0,0,0,0,0,0,1,0,0,1432,2050624,2936493568
2018/11/20,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,1433,2053489,2942649737
2018/11/21,1704,0,0,0,0,0,0,0,0,0,0,1,0,0,1434,2056356,2948814504
2018/11/22,1625,0,0,0,0,0,0,0,0,0,0,1,0,0,1435,2059225,2954987875
2018/11/23,1188,0,0,0,0,0,0,0,0,0,0,1,0,0,1436,2062096,2961169856
2018/11/24,996,0,0,0,0,0,0,0,0,0,0,1,0,1,1437,2064969,2967360453
2018/11/25,664,0,0,0,0,0,0,0,0,0,0,1,0,1,1438,2067844,2973559672
2018/11/26,1254,0,0,0,0,0,0,0,0,0,0,1,0,0,1439,2070721,2979767519
2018/11/27,1829,0,0,0,0,0,0,0,0,0,0,1,0,0,1440,2073600,2985984000
2018/11/28,1691,0,0,0,0,0,0,0,0,0,0,1,0,0,1441,2076481,2992209121
2018/11/29,1843,0,0,0,0,0,0,0,0,0,0,1,0,0,1442,2079364,2998442888
2018/11/30,1525,0,0,0,0,0,0,0,0,0,0,1,0,0,1443,2082249,3004685307
2018/12/1,835,0,0,0,0,0,0,0,0,0,0,0,1,1,1444,2085136,3010936384
2018/12/2,889,0,0,0,0,0,0,0,0,0,0,0,1,1,1445,2088025,3017196125
2018/12/3,1714,0,0,0,0,0,0,0,0,0,0,0,1,0,1446,2090916,3023464536
2018/12/4,1723,0,0,0,0,0,0,0,0,0,0,0,1,0,1447,2093809,3029741623
2018/12/5,1684,0,0,0,0,0,0,0,0,0,0,0,1,0,1448,2096704,3036027392
2018/12/6,1518,0,0,0,0,0,0,0,0,0,0,0,1,0,1449,2099601,3042321849
2018/12/7,1403,0,0,0,0,0,0,0,0,0,0,0,1,0,1450,2102500,3048625000
2018/12/8,755,0,0,0,0,0,0,0,0,0,0,0,1,1,1451,2105401,3054936851
2018/12/9,353,0,0,0,0,0,0,0,0,0,0,0,1,1,1452,2108304,3061257408
2018/12/10,1499,0,0,0,0,0,0,0,0,0,0,0,1,0,1453,2111209,3067586677
2018/12/11,957,0,0,0,0,0,0,0,0,0,0,0,1,0,1454,2114116,3073924664
2018/12/12,1447,0,0,0,0,0,0,0,0,0,0,0,1,0,1455,2117025,3080271375
2018/12/13,1158,0,0,0,0,0,0,0,0,0,0,0,1,0,1456,2119936,3086626816
2018/12/14,1327,0,0,0,0,0,0,0,0,0,0,0,1,0,1457,2122849,3092990993
2018/12/15,728,0,0,0,0,0,0,0,0,0,0,0,1,1,1458,2125764,3099363912
2018/12/16,313,0,0,0,0,0,0,0,0,0,0,0,1,1,1459,2128681,3105745579
2018/12/17,1464,0,0,0,0,0,0,0,0,0,0,0,1,0,1460,2131600,3112136000
2018/12/18,1157,0,0,0,0,0,0,0,0,0,0,0,1,0,1461,2134521,3118535181
2018/12/19,1321,0,0,0,0,0,0,0,0,0,0,0,1,0,1462,2137444,3124943128
2018/12/20,964,0,0,0,0,0,0,0,0,0,0,0,1,0,1463,2140369,3131359847
2018/12/21,1205,0,0,0,0,0,0,0,0,0,0,0,1,0,1464,2143296,3137785344
2018/12/22,399,0,0,0,0,0,0,0,0,0,0,0,1,1,1465,2146225,3144219625
2018/12/23,393,0,0,0,0,0,0,0,0,0,0,0,1,1,1466,2149156,3150662696
2018/12/24,633,0,0,0,0,0,0,0,0,0,0,0,1,0,1467,2152089,3157114563
2018/12/25,337,0,0,0,0,0,0,0,0,0,0,0,1,0,1468,2155024,3163575232
2018/12/26,325,0,0,0,0,0,0,0,0,0,0,0,1,0,1469,2157961,3170044709
2018/12/27,960,0,0,0,0,0,0,0,0,0,0,0,1,0,1470,2160900,3176523000
2018/12/28,431,0,0,0,0,0,0,0,0,0,0,0,1,0,1471,2163841,3183010111
2018/12/29,240,0,0,0,0,0,0,0,0,0,0,0,1,1,1472,2166784,3189506048
2018/12/30,1013,0,0,0,0,0,0,0,0,0,0,0,1,1,1473,2169729,3196010817
2018/12/31,948,0,0,0,0,0,0,0,0,0,0,0,1,0,1474,2172676,3202524424
2019/1/1,606,1,0,0,0,0,0,0,0,0,0,0,0,0,1475,2175625,3209046875
2019/1/2,1077,1,0,0,0,0,0,0,0,0,0,0,0,0,1476,2178576,3215578176
2019/1/3,713,1,0,0,0,0,0,0,0,0,0,0,0,0,1477,2181529,3222118333
2019/1/4,1398,1,0,0,0,0,0,0,0,0,0,0,0,0,1478,2184484,3228667352
2019/1/5,776,1,0,0,0,0,0,0,0,0,0,0,0,1,1479,2187441,3235225239
2019/1/6,698,1,0,0,0,0,0,0,0,0,0,0,0,1,1480,2190400,3241792000
2019/1/7,1788,1,0,0,0,0,0,0,0,0,0,0,0,0,1481,2193361,3248367641
2019/1/8,1417,1,0,0,0,0,0,0,0,0,0,0,0,0,1482,2196324,3254952168
2019/1/9,1479,1,0,0,0,0,0,0,0,0,0,0,0,0,1483,2199289,3261545587
2019/1/10,1690,1,0,0,0,0,0,0,0,0,0,0,0,0,1484,2202256,3268147904
2019/1/11,1681,1,0,0,0,0,0,0,0,0,0,0,0,0,1485,2205225,3274759125
2019/1/12,1243,1,0,0,0,0,0,0,0,0,0,0,0,1,1486,2208196,3281379256
2019/1/13,1416,1,0,0,0,0,0,0,0,0,0,0,0,1,1487,2211169,3288008303
2019/1/14,1849,1,0,0,0,0,0,0,0,0,0,0,0,0,1488,2214144,3294646272
2019/1/15,1853,1,0,0,0,0,0,0,0,0,0,0,0,0,1489,2217121,3301293169
2019/1/16,1734,1,0,0,0,0,0,0,0,0,0,0,0,0,1490,2220100,3307949000
2019/1/17,1594,1,0,0,0,0,0,0,0,0,0,0,0,0,1491,2223081,3314613771
2019/1/18,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,1492,2226064,3321287488
2019/1/19,723,1,0,0,0,0,0,0,0,0,0,0,0,1,1493,2229049,3327970157
2019/1/20,973,1,0,0,0,0,0,0,0,0,0,0,0,1,1494,2232036,3334661784
2019/1/21,1603,1,0,0,0,0,0,0,0,0,0,0,0,0,1495,2235025,3341362375
2019/1/22,1316,1,0,0,0,0,0,0,0,0,0,0,0,0,1496,2238016,3348071936
2019/1/23,1740,1,0,0,0,0,0,0,0,0,0,0,0,0,1497,2241009,3354790473
2019/1/24,1771,1,0,0,0,0,0,0,0,0,0,0,0,0,1498,2244004,3361517992
2019/1/25,1642,1,0,0,0,0,0,0,0,0,0,0,0,0,1499,2247001,3368254499
2019/1/26,1055,1,0,0,0,0,0,0,0,0,0,0,0,1,1500,2250000,3375000000
2019/1/27,955,1,0,0,0,0,0,0,0,0,0,0,0,1,1501,2253001,3381754501
2019/1/28,1861,1,0,0,0,0,0,0,0,0,0,0,0,0,1502,2256004,3388518008
2019/1/29,2053,1,0,0,0,0,0,0,0,0,0,0,0,0,1503,2259009,3395290527
2019/1/30,1894,1,0,0,0,0,0,0,0,0,0,0,0,0,1504,2262016,3402072064
2019/1/31,1757,1,0,0,0,0,0,0,0,0,0,0,0,0,1505,2265025,3408862625
2019/2/1,1121,0,1,0,0,0,0,0,0,0,0,0,0,0,1506,2268036,3415662216
2019/2/2,942,0,1,0,0,0,0,0,0,0,0,0,0,1,1507,2271049,3422470843
2019/2/3,407,0,1,0,0,0,0,0,0,0,0,0,0,1,1508,2274064,3429288512
2019/2/4,507,0,1,0,0,0,0,0,0,0,0,0,0,0,1509,2277081,3436115229
2019/2/5,965,0,1,0,0,0,0,0,0,0,0,0,0,0,1510,2280100,3442951000
2019/2/6,1240,0,1,0,0,0,0,0,0,0,0,0,0,0,1511,2283121,3449795831
2019/2/7,1102,0,1,0,0,0,0,0,0,0,0,0,0,0,1512,2286144,3456649728
2019/2/8,559,0,1,0,0,0,0,0,0,0,0,0,0,0,1513,2289169,3463512697
2019/2/9,79,0,1,0,0,0,0,0,0,0,0,0,0,1,1514,2292196,3470384744
2019/2/10,133,0,1,0,0,0,0,0,0,0,0,0,0,1,1515,2295225,3477265875
2019/2/11,125,0,1,0,0,0,0,0,0,0,0,0,0,0,1516,2298256,3484156096
2019/2/12,25,0,1,0,0,0,0,0,0,0,0,0,0,0,1517,2301289,3491055413
2019/2/13,83,0,1,0,0,0,0,0,0,0,0,0,0,0,1518,2304324,3497963832
2019/2/14,88,0,1,0,0,0,0,0,0,0,0,0,0,0,1519,2307361,3504881359
2019/2/15,223,0,1,0,0,0,0,0,0,0,0,0,0,0,1520,2310400,3511808000
2019/2/16,245,0,1,0,0,0,0,0,0,0,0,0,0,1,1521,2313441,3518743761
2019/2/17,524,0,1,0,0,0,0,0,0,0,0,0,0,1,1522,2316484,3525688648
2019/2/18,536,0,1,0,0,0,0,0,0,0,0,0,0,0,1523,2319529,3532642667
2019/2/19,974,0,1,0,0,0,0,0,0,0,0,0,0,0,1524,2322576,3539605824
2019/2/20,1312,0,1,0,0,0,0,0,0,0,0,0,0,0,1525,2325625,3546578125
2019/2/21,1473,0,1,0,0,0,0,0,0,0,0,0,0,0,1526,2328676,3553559576
2019/2/22,1159,0,1,0,0,0,0,0,0,0,0,0,0,0,1527,2331729,3560550183
2019/2/23,723,0,1,0,0,0,0,0,0,0,0,0,0,1,1528,2334784,3567549952
2019/2/24,575,0,1,0,0,0,0,0,0,0,0,0,0,1,1529,2337841,3574558889
2019/2/25,1229,0,1,0,0,0,0,0,0,0,0,0,0,0,1530,2340900,3581577000
2019/2/26,1321,0,1,0,0,0,0,0,0,0,0,0,0,0,1531,2343961,3588604291
2019/2/27,1349,0,1,0,0,0,0,0,0,0,0,0,0,0,1532,2347024,3595640768
2019/2/28,1487,0,1,0,0,0,0,0,0,0,0,0,0,0,1533,2350089,3602686437
2019/3/1,1486,0,0,1,0,0,0,0,0,0,0,0,0,0,1534,2353156,3609741304
2019/3/2,990,0,0,1,0,0,0,0,0,0,0,0,0,1,1535,2356225,3616805375
2019/3/3,1084,0,0,1,0,0,0,0,0,0,0,0,0,1,1536,2359296,3623878656
2019/3/4,1706,0,0,1,0,0,0,0,0,0,0,0,0,0,1537,2362369,3630961153
2019/3/5,1781,0,0,1,0,0,0,0,0,0,0,0,0,0,1538,2365444,3638052872
2019/3/6,1609,0,0,1,0,0,0,0,0,0,0,0,0,0,1539,2368521,3645153819
2019/3/7,1622,0,0,1,0,0,0,0,0,0,0,0,0,0,1540,2371600,3652264000
2019/3/8,1296,0,0,1,0,0,0,0,0,0,0,0,0,0,1541,2374681,3659383421
2019/3/9,1074,0,0,1,0,0,0,0,0,0,0,0,0,1,1542,2377764,3666512088
2019/3/10,1256,0,0,1,0,0,0,0,0,0,0,0,0,1,1543,2380849,3673650007
2019/3/11,1469,0,0,1,0,0,0,0,0,0,0,0,0,0,1544,2383936,3680797184
2019/3/12,1649,0,0,1,0,0,0,0,0,0,0,0,0,0,1545,2387025,3687953625
2019/3/13,1844,0,0,1,0,0,0,0,0,0,0,0,0,0,1546,2390116,3695119336
2019/3/14,1812,0,0,1,0,0,0,0,0,0,0,0,0,0,1547,2393209,3702294323
2019/3/15,1890,0,0,1,0,0,0,0,0,0,0,0,0,0,1548,2396304,3709478592
2019/3/16,1510,0,0,1,0,0,0,0,0,0,0,0,0,1,1549,2399401,3716672149
2019/3/17,1936,0,0,1,0,0,0,0,0,0,0,0,0,1,1550,2402500,3723875000
2019/3/18,2352,0,0,1,0,0,0,0,0,0,0,0,0,0,1551,2405601,3731087151
2019/3/19,2609,0,0,1,0,0,0,0,0,0,0,0,0,0,1552,2408704,3738308608
2019/3/20,2732,0,0,1,0,0,0,0,0,0,0,0,0,0,1553,2411809,3745539377
2019/3/21,2393,0,0,1,0,0,0,0,0,0,0,0,0,0,1554,2414916,3752779464
2019/3/22,1868,0,0,1,0,0,0,0,0,0,0,0,0,0,1555,2418025,3760028875
2019/3/23,1440,0,0,1,0,0,0,0,0,0,0,0,0,1,1556,2421136,3767287616
2019/3/24,1634,0,0,1,0,0,0,0,0,0,0,0,0,1,1557,2424249,3774555693
2019/3/25,1857,0,0,1,0,0,0,0,0,0,0,0,0,0,1558,2427364,3781833112
2019/3/26,2320,0,0,1,0,0,0,0,0,0,0,0,0,0,1559,2430481,3789119879
2019/3/27,2503,0,0,1,0,0,0,0,0,0,0,0,0,0,1560,2433600,3796416000
2019/3/28,2506,0,0,1,0,0,0,0,0,0,0,0,0,0,1561,2436721,3803721481
2019/3/29,2424,0,0,1,0,0,0,0,0,0,0,0,0,0,1562,2439844,3811036328
2019/3/30,2103,0,0,1,0,0,0,0,0,0,0,0,0,1,1563,2442969,3818360547
2019/3/31,1989,0,0,1,0,0,0,0,0,0,0,0,0,1,1564,2446096,3825694144
2019/4/1,2716,0,0,0,1,0,0,0,0,0,0,0,0,0,1565,2449225,3833037125
2019/4/2,2782,0,0,0,1,0,0,0,0,0,0,0,0,0,1566,2452356,3840389496
2019/4/3,2040,0,0,0,1,0,0,0,0,0,0,0,0,0,1567,2455489,3847751263
2019/4/4,2532,0,0,0,1,0,0,0,0,0,0,0,0,0,1568,2458624,3855122432
2019/4/5,1761,0,0,0,1,0,0,0,0,0,0,0,0,0,1569,2461761,3862503009
2019/4/6,727,0,0,0,1,0,0,0,0,0,0,0,0,1,1570,2464900,3869893000
2019/4/7,1847,0,0,0,1,0,0,0,0,0,0,0,0,1,1571,2468041,3877292411
2019/4/8,1983,0,0,0,1,0,0,0,0,0,0,0,0,0,1572,2471184,3884701248
2019/4/9,2563,0,0,0,1,0,0,0,0,0,0,0,0,0,1573,2474329,3892119517
